"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2018","433.19","486.58","493.87","418.46","","-10.84%"
"07/01/2018","485.84","455.63","486.75","444.00","","6.87%"
"06/24/2018","454.62","474.11","474.99","403.43","","-4.11%"
"06/17/2018","474.11","496.13","546.75","448.66","","-4.44%"
"06/10/2018","496.13","592.76","592.90","450.28","","-16.30%"
"06/03/2018","592.76","594.45","629.06","576.00","","-0.06%"
"05/27/2018","593.10","587.77","601.24","507.78","","0.59%"
"05/20/2018","589.62","696.25","729.00","550.49","","-15.32%"
"05/13/2018","696.25","681.24","760.00","0.00","","2.20%"
"05/06/2018","681.24","816.38","848.85","637.89","","-16.55%"
"04/29/2018","816.38","685.05","840.00","635.45","","19.17%"
"04/22/2018","685.05","608.39","716.01","594.18","","12.73%"
"04/15/2018","607.71","502.95","623.00","493.00","","20.83%"
"04/08/2018","502.95","382.59","539.76","379.10","","31.46%"
"04/01/2018","382.59","393.60","417.90","341.63","","-2.80%"
"03/25/2018","393.60","517.00","539.76","366.21","","-23.87%"
"03/18/2018","517.00","547.89","588.66","455.20","","-5.64%"
"03/11/2018","547.89","680.91","748.89","540.00","","-19.54%"
