"Date","Price","Open","High","Low","Vol.","Change %"
"11/28/2024","1.0318","1.0124","1.0485","0.9708","306.69M","1.91%"
"11/27/2024","1.0125","0.9621","1.0398","0.9328","450.82M","5.24%"
"11/26/2024","0.9621","0.9429","0.9897","0.8772","556.63M","2.02%"
"11/25/2024","0.9430","1.0224","1.0759","0.9306","583.15M","-7.76%"
"11/24/2024","1.0223","1.0658","1.0968","0.9444","659.88M","-4.08%"
"11/23/2024","1.0658","1.0175","1.1467","1.0173","1.05B","5.11%"
"11/22/2024","1.0140","0.8211","1.0403","0.8126","1.15B","23.48%"
"11/21/2024","0.8211","0.8004","0.8236","0.7679","569.10M","2.68%"
"11/20/2024","0.7997","0.7383","0.8476","0.7382","826.05M","8.33%"
"11/19/2024","0.7382","0.7326","0.7638","0.7207","363.00M","0.77%"
"11/18/2024","0.7326","0.7026","0.7818","0.7017","519.20M","4.27%"
"11/17/2024","0.7026","0.7415","0.7722","0.6925","555.76M","-5.25%"
"11/16/2024","0.7415","0.7064","0.8178","0.7035","1.28B","4.98%"
"11/15/2024","0.7064","0.5789","0.7070","0.5759","1.02B","22.00%"
"11/14/2024","0.5790","0.5783","0.5986","0.5422","451.21M","0.11%"
"11/13/2024","0.5783","0.5700","0.6085","0.5195","719.20M","1.47%"
"11/12/2024","0.5700","0.6125","0.6518","0.5554","831.93M","-6.94%"
"11/11/2024","0.6125","0.5895","0.6234","0.5654","731.67M","3.91%"
"11/10/2024","0.5894","0.4968","0.6591","0.4888","1.33B","18.97%"
"11/09/2024","0.4954","0.4447","0.4976","0.4275","293.02M","11.56%"
"11/08/2024","0.4441","0.4065","0.4580","0.4043","581.86M","9.24%"
"11/07/2024","0.4065","0.3630","0.4066","0.3616","300.17M","11.95%"
"11/06/2024","0.3631","0.3336","0.3658","0.3336","328.19M","8.85%"
"11/05/2024","0.3336","0.3264","0.3382","0.3262","145.26M","2.21%"
"11/04/2024","0.3264","0.3339","0.3367","0.3206","152.67M","-2.25%"
"11/03/2024","0.3339","0.3481","0.3481","0.3278","165.13M","-4.07%"
"11/02/2024","0.3481","0.3575","0.3636","0.3453","134.29M","-2.63%"
"11/01/2024","0.3575","0.3418","0.3618","0.3345","209.97M","4.58%"
"10/31/2024","0.3418","0.3550","0.3610","0.3404","158.65M","-3.72%"
"10/30/2024","0.3550","0.3561","0.3639","0.3507","168.19M","-0.26%"
"10/29/2024","0.3560","0.3437","0.3570","0.3429","159.54M","3.55%"
"10/28/2024","0.3437","0.3400","0.3475","0.3305","153.29M","1.12%"
"10/27/2024","0.3400","0.3337","0.3422","0.3310","85.75M","1.83%"
"10/26/2024","0.3339","0.3260","0.3349","0.3209","156.41M","2.40%"
"10/25/2024","0.3260","0.3465","0.3470","0.3152","233.75M","-5.91%"
"10/24/2024","0.3465","0.3498","0.3549","0.3400","160.13M","-1.00%"
"10/23/2024","0.3500","0.3645","0.3689","0.3430","157.76M","-3.96%"
"10/22/2024","0.3645","0.3608","0.3680","0.3551","156.12M","1.01%"
"10/21/2024","0.3608","0.3650","0.3725","0.3532","162.29M","-1.15%"
"10/20/2024","0.3650","0.3514","0.3657","0.3483","106.05M","3.86%"
"10/19/2024","0.3514","0.3507","0.3570","0.3492","90.02M","0.22%"
"10/18/2024","0.3507","0.3432","0.3530","0.3427","118.12M","2.17%"
"10/17/2024","0.3432","0.3521","0.3549","0.3396","176.94M","-2.56%"
"10/16/2024","0.3522","0.3592","0.3608","0.3510","139.49M","-1.93%"
"10/15/2024","0.3592","0.3644","0.3705","0.3483","209.36M","-1.43%"
"10/14/2024","0.3644","0.3487","0.3653","0.3425","151.78M","4.51%"
"10/13/2024","0.3487","0.3532","0.3595","0.3445","93.75M","-1.28%"
"10/12/2024","0.3532","0.3517","0.3568","0.3511","75.61M","0.44%"
"10/11/2024","0.3517","0.3395","0.3549","0.3384","100.82M","3.56%"
"10/10/2024","0.3396","0.3395","0.3417","0.3327","110.01M","0.03%"
"10/09/2024","0.3395","0.3448","0.3479","0.3343","124.24M","-1.57%"
"10/08/2024","0.3449","0.3512","0.3569","0.3415","117.86M","-1.68%"
"10/07/2024","0.3508","0.3574","0.3679","0.3504","135.63M","-1.85%"
"10/06/2024","0.3574","0.3509","0.3584","0.3479","77.71M","1.86%"
"10/05/2024","0.3509","0.3517","0.3556","0.3457","84.85M","-0.23%"
"10/04/2024","0.3517","0.3452","0.3559","0.3430","120.28M","1.89%"
"10/03/2024","0.3451","0.3433","0.3494","0.3320","158.41M","0.55%"
"10/02/2024","0.3432","0.3523","0.3624","0.3361","191.86M","-2.56%"
"10/01/2024","0.3523","0.3734","0.3859","0.3435","220.25M","-5.67%"
"09/30/2024","0.3734","0.3976","0.3976","0.3709","143.27M","-6.07%"
"09/29/2024","0.3976","0.4006","0.4041","0.3927","89.35M","-0.74%"
"09/28/2024","0.4006","0.4017","0.4058","0.3924","102.69M","-0.27%"
"09/27/2024","0.4017","0.4016","0.4153","0.3999","148.17M","0.00%"
"09/26/2024","0.4016","0.3811","0.4037","0.3782","165.03M","5.38%"
"09/25/2024","0.3811","0.3876","0.3933","0.3791","131.80M","-1.67%"
"09/24/2024","0.3876","0.3638","0.3915","0.3585","144.93M","6.54%"
"09/23/2024","0.3638","0.3517","0.3655","0.3458","118.71M","3.44%"
"09/22/2024","0.3517","0.3583","0.3592","0.3432","85.02M","-1.84%"
"09/21/2024","0.3583","0.3522","0.3598","0.3506","73.82M","1.74%"
"09/20/2024","0.3522","0.3510","0.3612","0.3490","123.45M","0.33%"
"09/19/2024","0.3510","0.3438","0.3563","0.3438","173.85M","2.09%"
"09/18/2024","0.3438","0.3339","0.3439","0.3274","145.20M","2.96%"
"09/17/2024","0.3339","0.3302","0.3429","0.3286","125.79M","1.13%"
"09/16/2024","0.3302","0.3386","0.3386","0.3265","134.49M","-2.51%"
"09/15/2024","0.3386","0.3539","0.3562","0.3349","123.33M","-4.33%"
"09/14/2024","0.3539","0.3605","0.3616","0.3515","98.83M","-1.83%"
"09/13/2024","0.3605","0.3562","0.3647","0.3505","129.40M","1.23%"
"09/12/2024","0.3562","0.3531","0.3613","0.3524","156.72M","0.87%"
"09/11/2024","0.3531","0.3431","0.3570","0.3301","160.07M","2.93%"
"09/10/2024","0.3430","0.3434","0.3455","0.3377","125.02M","-0.09%"
"09/09/2024","0.3433","0.3388","0.3487","0.3379","160.95M","1.33%"
"09/08/2024","0.3389","0.3253","0.3408","0.3238","141.75M","4.18%"
"09/07/2024","0.3253","0.3148","0.3277","0.3147","125.85M","3.33%"
"09/06/2024","0.3148","0.3251","0.3317","0.3036","234.97M","-3.17%"
"09/05/2024","0.3251","0.3232","0.3398","0.3197","206.97M","0.59%"
"09/04/2024","0.3232","0.3184","0.3292","0.3061","221.30M","1.50%"
"09/03/2024","0.3184","0.3362","0.3395","0.3176","154.23M","-5.29%"
"09/02/2024","0.3362","0.3311","0.3372","0.3252","146.80M","1.52%"
"09/01/2024","0.3311","0.3451","0.3457","0.3277","127.60M","-4.06%"
"08/31/2024","0.3451","0.3468","0.3504","0.3445","77.52M","-0.49%"
"08/30/2024","0.3468","0.3580","0.3619","0.3383","183.38M","-3.11%"
"08/29/2024","0.3580","0.3501","0.3674","0.3494","159.12M","2.26%"
"08/28/2024","0.3500","0.3503","0.3604","0.3408","187.67M","-0.08%"
"08/27/2024","0.3503","0.3661","0.3726","0.3426","180.11M","-4.30%"
"08/26/2024","0.3661","0.3849","0.3878","0.3660","163.42M","-4.90%"
"08/25/2024","0.3849","0.3935","0.3938","0.3780","146.13M","-2.21%"
