"Date","Price","Open","High","Low","Vol.","Change %"
"07/19/2024","28.17","27.14","28.40","26.68","11.67M","3.81%"
"07/18/2024","27.13","27.24","27.93","26.63","9.05M","-0.38%"
"07/17/2024","27.24","28.00","29.01","27.22","11.84M","-2.73%"
"07/16/2024","28.00","27.82","29.22","26.50","15.30M","0.64%"
"07/15/2024","27.82","26.33","27.87","26.28","11.85M","5.66%"
"07/14/2024","26.33","25.86","26.64","25.62","7.69M","1.83%"
"07/13/2024","25.86","25.96","26.34","25.55","9.17M","-0.38%"
"07/12/2024","25.96","25.21","26.09","24.85","6.52M","2.96%"
"07/11/2024","25.21","25.76","26.36","25.04","10.61M","-2.15%"
"07/10/2024","25.77","26.43","27.40","25.63","7.63M","-2.52%"
"07/09/2024","26.43","25.22","26.49","24.72","11.33M","4.81%"
"07/08/2024","25.22","25.72","27.18","24.60","15.47M","-1.94%"
"07/07/2024","25.72","27.41","27.48","25.50","7.48M","-6.18%"
"07/06/2024","27.41","25.11","27.60","24.93","6.96M","9.16%"
"07/05/2024","25.11","24.43","25.42","22.01","20.48M","2.69%"
"07/04/2024","24.45","26.52","26.69","24.33","10.81M","-7.80%"
"07/03/2024","26.52","28.70","28.97","26.44","10.23M","-7.66%"
"07/02/2024","28.72","28.82","28.88","28.09","8.14M","-0.35%"
"07/01/2024","28.82","29.38","30.10","28.82","9.32M","-1.91%"
"06/30/2024","29.38","27.77","29.54","27.43","7.70M","5.79%"
"06/29/2024","27.77","27.95","28.66","27.60","5.49M","-0.65%"
"06/28/2024","27.95","27.92","28.98","27.66","10.60M","0.10%"
"06/27/2024","27.92","25.82","28.36","25.36","11.14M","8.16%"
"06/26/2024","25.82","25.39","26.63","25.29","4.33M","1.67%"
"06/25/2024","25.39","24.80","25.74","24.62","3.09M","2.38%"
"06/24/2024","24.80","25.09","25.21","23.60","5.95M","-1.13%"
"06/23/2024","25.09","25.62","26.00","24.17","4.92M","-2.06%"
"06/22/2024","25.62","27.48","27.49","24.66","6.40M","-6.79%"
"06/21/2024","27.48","27.58","28.02","26.95","3.01M","-0.34%"
"06/20/2024","27.58","26.95","28.87","26.70","3.44M","2.33%"
"06/19/2024","26.95","26.60","27.66","26.39","2.81M","1.31%"
"06/18/2024","26.60","28.47","28.54","25.17","5.38M","-6.55%"
"06/17/2024","28.47","30.07","30.35","27.40","3.90M","-5.32%"
"06/16/2024","30.07","30.00","30.48","29.68","1.97M","0.21%"
"06/15/2024","30.00","30.30","30.64","29.93","1.65M","-0.97%"
"06/14/2024","30.29","30.99","32.12","29.31","4.23M","-2.26%"
"06/13/2024","31.00","33.27","33.42","30.94","2.98M","-6.84%"
"06/12/2024","33.27","31.56","33.99","30.81","3.90M","5.44%"
"06/11/2024","31.56","32.28","32.38","30.65","3.90M","-2.25%"
"06/10/2024","32.28","32.98","33.45","32.05","2.39M","-2.13%"
"06/09/2024","32.98","32.28","33.02","32.06","1.49M","2.20%"
"06/08/2024","32.27","33.52","33.72","31.97","2.61M","-3.71%"
"06/07/2024","33.52","35.90","36.86","31.36","6.09M","-6.62%"
"06/06/2024","35.90","36.57","37.18","35.77","2.56M","-1.83%"
"06/05/2024","36.57","36.06","36.90","35.93","2.91M","1.41%"
"06/04/2024","36.06","35.03","36.24","34.54","2.81M","2.89%"
"06/03/2024","35.04","34.92","36.26","34.60","3.14M","0.35%"
